geohash,RoadType,NumberofLanes,LargeVehicles,Landmarks,Temperature,Weather,time_slot,Hour,Minute,sin_time,cos_time,geohash_len4,geohash_len5,latitude,longitude,demand_lag_24h,geo_global_mean,geo_global_std,ts_global_mean,ts_global_std,Road_x_Weather,Road_x_Hour
29,1,3,0,1,8.160115459038007,1,0,0,0,0.0,1.0,0,1,-5.45196533203125,90.6866455078125,0.0500956084079046,0.33282723044060875,0.21562801156161834,0.05297759474307576,0.07525833277562748,6,24
31,1,1,1,0,11.509704872334956,1,0,0,0,0.0,1.0,0,1,-5.45196533203125,90.6976318359375,0.1525977123766266,0.33545927752399946,0.16754714963189882,0.05297759474307576,0.07525833277562748,6,24
376,1,1,1,0,16.33667107091718,0,0,0,0,0.0,1.0,3,16,-5.45196533203125,90.7196044921875,0.0118702526315578,0.07187547032008657,0.05536853143861,0.05297759474307576,0.07525833277562748,5,24
382,1,1,1,0,4.696763714255914,2,0,0,0,0.0,1.0,3,16,-5.45196533203125,90.7305908203125,0.0050907495014671,0.02492705740447028,0.021844751353680775,0.05297759474307576,0.07525833277562748,7,24
384,1,1,1,0,19.266717136818052,3,0,0,0,0.0,1.0,3,16,-5.45196533203125,90.7415771484375,0.0014920623887245,0.11299137754786255,0.06468074314583826,0.05297759474307576,0.07525833277562748,8,24
391,1,3,0,1,24.318534306717417,3,0,0,0,0.0,1.0,3,17,-5.45196533203125,90.7525634765625,0.0032837687608653,0.14867028009330802,0.09366610204357284,0.05297759474307576,0.07525833277562748,8,24
404,1,2,1,1,-0.2484591287999116,2,0,0,0,0.0,1.0,3,18,-5.45196533203125,90.8294677734375,0.0012974151672281,0.007852508037470233,0.008485641255543047,0.05297759474307576,0.07525833277562748,7,24
414,1,2,1,1,7.382247826396348,1,0,0,0,0.0,1.0,3,19,-5.45196533203125,90.8404541015625,0.0032755369177799,0.02051165072287042,0.016855329960368762,0.05297759474307576,0.07525833277562748,6,24
416,1,2,1,1,16.500897559653527,0,0,0,0,0.0,1.0,3,19,-5.45196533203125,90.8514404296875,0.0439728849401332,0.05306128171483468,0.030874588556837532,0.05297759474307576,0.07525833277562748,5,24
424,1,3,0,1,17.745036556781237,0,0,0,0,0.0,1.0,3,19,-5.45196533203125,90.8734130859375,0.0329734774128934,0.062351326790432274,0.03402043559269363,0.05297759474307576,0.07525833277562748,5,24
73,1,1,1,0,5.375956134252942,2,0,0,0,0.0,1.0,1,5,-5.44647216796875,90.6646728515625,0.0094805280613094,0.03274920358300553,0.02345585760481696,0.05297759474307576,0.07525833277562748,7,24
75,1,2,1,1,26.037601246494845,3,0,0,0,0.0,1.0,1,5,-5.44647216796875,90.6756591796875,0.0490435101474348,0.250842898195745,0.12341666509934551,0.05297759474307576,0.07525833277562748,8,24
428,1,3,0,1,12.13038258301014,1,0,0,0,0.0,1.0,4,21,-5.44647216796875,90.7086181640625,0.0057459436413194,0.33326318524321363,0.206721859017776,0.05297759474307576,0.07525833277562748,6,24
438,1,1,1,0,29.27851234778877,3,0,0,0,0.0,1.0,4,21,-5.44647216796875,90.7415771484375,0.1081009353894617,0.30527497479381294,0.17690892708957873,0.05297759474307576,0.07525833277562748,8,24
538,1,3,0,1,13.919406119242153,1,0,0,0,0.0,1.0,4,25,-5.44647216796875,90.8294677734375,0.0128762581568748,0.0535604581388939,0.03215250840925797,0.05297759474307576,0.07525833277562748,6,24
560,1,2,1,1,13.87855299119968,1,0,0,0,0.0,1.0,4,26,-5.44647216796875,90.8404541015625,0.0466793974170952,0.3009023573661021,0.2422448947036731,0.05297759474307576,0.07525833277562748,6,24
562,1,1,1,0,23.845024707393268,3,0,0,0,0.0,1.0,4,26,-5.44647216796875,90.8514404296875,0.0051142529898034,0.051662511728900885,0.038496928999188496,0.05297759474307576,0.07525833277562748,8,24
567,1,1,1,0,19.78228985184643,3,0,0,0,0.0,1.0,4,26,-5.44647216796875,90.8624267578125,0.0181345060438591,0.04899058087352459,0.032706925832928245,0.05297759474307576,0.07525833277562748,8,24
569,1,2,1,1,11.524956944937433,1,0,0,0,0.0,1.0,4,26,-5.44647216796875,90.8734130859375,0.0155656372402501,0.028390524512672856,0.018866774017269362,0.05297759474307576,0.07525833277562748,6,24
439,1,1,1,0,17.032812278839067,3,0,0,0,0.0,1.0,4,21,-5.44097900390625,90.7415771484375,0.1038037660951269,0.22473439496505276,0.10949063325236523,0.05297759474307576,0.07525833277562748,8,24
537,1,2,1,1,20.40724561816188,3,0,0,0,0.0,1.0,4,25,-5.44097900390625,90.8184814453125,0.0052784302674281,0.028561889195023407,0.02027489534858157,0.05297759474307576,0.07525833277562748,8,24
539,1,2,1,1,14.388959254855962,0,0,0,0,0.0,1.0,4,25,-5.44097900390625,90.8294677734375,0.0079516958584448,0.05216931327578034,0.03406390454261553,0.05297759474307576,0.07525833277562748,5,24
561,1,1,1,0,14.64553944209739,0,0,0,0,0.0,1.0,4,26,-5.44097900390625,90.8404541015625,0.0204638018861602,0.057674032787636074,0.03915899544030806,0.05297759474307576,0.07525833277562748,5,24
568,1,1,1,0,10.138902302145713,1,0,0,0,0.0,1.0,4,26,-5.44097900390625,90.8624267578125,0.0075813562323335,0.02898980254896199,0.022633132252189304,0.05297759474307576,0.07525833277562748,6,24
570,1,2,1,1,6.618796508944126,2,0,0,0,0.0,1.0,4,26,-5.44097900390625,90.8734130859375,0.0114616587846068,0.036530954290830746,0.023628717380505995,0.05297759474307576,0.07525833277562748,7,24
79,1,1,1,0,6.290247289533616,2,0,0,0,0.0,1.0,1,5,-5.43548583984375,90.6756591796875,0.0369505530202992,0.05543582920122433,0.03562982151594006,0.05297759474307576,0.07525833277562748,7,24
87,1,3,0,1,3.8058478822175985,2,0,0,0,0.0,1.0,1,5,-5.43548583984375,90.6976318359375,0.0010644082621131,0.05626159156555719,0.04787747560554156,0.05297759474307576,0.07525833277562748,7,24
532,1,3,0,1,23.189392783980697,3,0,0,0,0.0,1.0,4,25,-5.43548583984375,90.7965087890625,0.0075865943255815,0.03636351492057711,0.023353674486622043,0.05297759474307576,0.07525833277562748,8,24
80,1,3,0,1,19.18762610115424,3,0,0,0,0.0,1.0,1,5,-5.42999267578125,90.6756591796875,0.0443056089219072,0.3058495328921197,0.1595248184263263,0.05297759474307576,0.07525833277562748,8,24
86,1,1,1,0,24.07865571376893,3,0,0,0,0.0,1.0,1,5,-5.42999267578125,90.6866455078125,0.0602099948825779,0.09842053067388822,0.05916000952813725,0.05297759474307576,0.07525833277562748,8,24
435,1,3,0,1,22.78211209217337,3,0,0,0,0.0,1.0,4,21,-5.42999267578125,90.7196044921875,0.0098409057395842,0.27139480170007746,0.14183076615079065,0.05297759474307576,0.07525833277562748,8,24
441,1,3,0,1,16.77558361355027,0,0,0,0,0.0,1.0,4,21,-5.42999267578125,90.7305908203125,0.0956787131079451,0.2778742868225723,0.1552176486716013,0.05297759474307576,0.07525833277562748,5,24
533,1,2,1,1,24.6618428435877,3,0,0,0,0.0,1.0,4,25,-5.42999267578125,90.7965087890625,0.0377529692891855,0.06543805879133215,0.04230369496142698,0.05297759474307576,0.07525833277562748,8,24
566,1,2,1,1,22.19329466143129,3,0,0,0,0.0,1.0,4,26,-5.42999267578125,90.8514404296875,0.0058714727900774,0.021121042907441122,0.015002214944530235,0.05297759474307576,0.07525833277562748,8,24
885,1,1,1,0,17.331039338762622,0,0,0,0,0.0,1.0,4,37,-5.42999267578125,90.8843994140625,0.0242471248985706,0.03342640815934829,0.023323952113299205,0.05297759474307576,0.07525833277562748,5,24
95,1,2,1,1,14.16741045432556,0,0,0,0,0.0,1.0,1,5,-5.42449951171875,90.6866455078125,0.0091907417353093,0.06305825414441105,0.04066528475570956,0.05297759474307576,0.07525833277562748,5,24
546,1,1,1,0,9.49519857624944,1,0,0,0,0.0,1.0,4,25,-5.42449951171875,90.8074951171875,0.0032289522141094,0.04173646127806406,0.02659583590899004,0.05297759474307576,0.07525833277562748,6,24
554,1,2,1,1,15.899204844631244,0,0,0,0,0.0,1.0,4,25,-5.42449951171875,90.8294677734375,0.0050898738793403,0.00886818331687304,0.008430460995955982,0.05297759474307576,0.07525833277562748,5,24
577,1,2,1,1,15.53374657832914,0,0,0,0,0.0,1.0,4,26,-5.42449951171875,90.8514404296875,0.0489337124363825,0.02915210743817964,0.018227872984508658,0.05297759474307576,0.07525833277562748,5,24
583,1,3,0,1,8.560095137613802,1,0,0,0,0.0,1.0,4,26,-5.42449951171875,90.8624267578125,0.006016012501686,0.02092386093659206,0.01734795482650509,0.05297759474307576,0.07525833277562748,6,24
889,1,3,0,1,12.915038566095143,1,0,0,0,0.0,1.0,4,37,-5.42449951171875,90.8843994140625,0.0242406169720421,0.16149692747160943,0.10988453727593238,0.05297759474307576,0.07525833277562748,6,24
897,1,2,1,1,7.001167553544823,1,0,0,0,0.0,1.0,4,37,-5.42449951171875,90.9063720703125,0.050291695756294,0.03919815508163315,0.022845161441503198,0.05297759474307576,0.07525833277562748,6,24
913,1,3,0,1,7.43322417938726,1,0,0,0,0.0,1.0,4,38,-5.42449951171875,90.9393310546875,0.0216871474754915,0.010366843303002594,0.009618130477031334,0.05297759474307576,0.07525833277562748,6,24
445,1,1,1,0,18.352740190042493,0,0,0,0,0.0,1.0,4,21,-5.41900634765625,90.7196044921875,0.0271842884360591,0.14086544527564301,0.09554826666382299,0.05297759474307576,0.07525833277562748,5,24
451,2,1,1,1,13.217287468487726,1,0,0,0,0.0,1.0,4,21,-5.41900634765625,90.7305908203125,0.271214984125993,0.3392308436383023,0.19019301531122199,0.05297759474307576,0.07525833277562748,11,48
467,1,1,1,0,20.880382617966433,3,0,0,0,0.0,1.0,4,22,-5.41900634765625,90.7745361328125,0.04153877642129,0.08331657605697895,0.06579924648479134,0.05297759474307576,0.07525833277562748,8,24
545,1,1,1,0,25.895786352847463,3,0,0,0,0.0,1.0,4,25,-5.41900634765625,90.7965087890625,0.0125820485726579,0.019465691224520514,0.013597047286826635,0.05297759474307576,0.07525833277562748,8,24
576,1,2,1,1,13.184334181172016,1,0,0,0,0.0,1.0,4,26,-5.41900634765625,90.8404541015625,0.0196171918846455,0.016277347956888396,0.01186094973592351,0.05297759474307576,0.07525833277562748,6,24
578,1,2,1,1,26.09274752228545,3,0,0,0,0.0,1.0,4,26,-5.41900634765625,90.8514404296875,0.0204823479473542,0.026139655157519037,0.01674879897417857,0.05297759474307576,0.07525833277562748,8,24
586,1,2,1,1,0.4993619896977446,2,0,0,0,0.0,1.0,4,26,-5.41900634765625,90.8734130859375,0.0279674813815603,0.09539644782645755,0.05712373942442618,0.05297759474307576,0.07525833277562748,7,24
890,1,1,1,0,17.032812278839067,3,0,0,0,0.0,1.0,4,37,-5.41900634765625,90.8843994140625,0.1101754817771966,0.12838484206780623,0.07698928712183732,0.05297759474307576,0.07525833277562748,8,24
892,1,3,0,1,18.678376886313934,0,0,0,0,0.0,1.0,4,37,-5.41900634765625,90.8953857421875,0.0564348471684091,0.08386205056388743,0.03895853314912122,0.05297759474307576,0.07525833277562748,5,24
898,1,2,1,1,9.140847501327311,1,0,0,0,0.0,1.0,4,37,-5.41900634765625,90.9063720703125,0.0624166733508955,0.0911012803764677,0.04103951810065597,0.05297759474307576,0.07525833277562748,6,24
899,1,1,1,0,12.411278993797817,1,0,0,0,0.0,1.0,4,37,-5.41900634765625,90.9173583984375,0.1186887296030999,0.05578121035070021,0.033250094483253084,0.05297759474307576,0.07525833277562748,6,24
922,1,1,1,0,13.902481322282863,1,0,0,0,0.0,1.0,4,38,-5.41900634765625,90.9613037109375,0.0038551576970718,0.03339540791740559,0.024161543010011013,0.05297759474307576,0.07525833277562748,6,24
32,1,3,0,1,12.241209279170029,1,0,0,0,0.0,1.0,1,2,-5.41351318359375,90.5877685546875,0.0078582615121868,0.027445089639476384,0.014131899613228388,0.05297759474307576,0.07525833277562748,6,24
34,1,2,1,1,26.742689623446452,3,0,0,0,0.0,1.0,1,2,-5.41351318359375,90.5987548828125,0.0244578324092644,0.027038618986208646,0.013602714118488693,0.05297759474307576,0.07525833277562748,8,24
36,1,3,0,1,28.190773329564163,3,0,0,0,0.0,1.0,1,2,-5.41351318359375,90.6097412109375,0.0240074679481412,0.031171722500623722,0.019599669562988396,0.05297759474307576,0.07525833277562748,8,24
67,1,1,1,0,16.274542078824833,0,0,0,0,0.0,1.0,1,4,-5.41351318359375,90.6317138671875,0.012561494937501,0.08096942426909114,0.05818496070651125,0.05297759474307576,0.07525833277562748,5,24
69,1,2,1,1,3.7355808295990016,2,0,0,0,0.0,1.0,1,4,-5.41351318359375,90.6427001953125,0.0067441414144705,0.048180698671926564,0.026386220367560977,0.05297759474307576,0.07525833277562748,7,24
71,1,1,1,0,17.070180941097277,0,0,0,0,0.0,1.0,1,4,-5.41351318359375,90.6536865234375,0.0217606352242184,0.0673324719839533,0.030449787067364297,0.05297759474307576,0.07525833277562748,5,24
93,1,2,1,1,22.967083156816344,3,0,0,0,0.0,1.0,1,5,-5.41351318359375,90.6756591796875,0.0101306990881377,0.02768763331239231,0.015838871257149157,0.05297759474307576,0.07525833277562748,8,24
99,1,3,0,1,15.33358063881723,0,0,0,0,0.0,1.0,1,5,-5.41351318359375,90.6866455078125,0.0105134664743811,0.021639338458100052,0.011126369532667966,0.05297759474307576,0.07525833277562748,5,24
101,1,2,1,1,12.834082295529926,1,0,0,0,0.0,1.0,1,5,-5.41351318359375,90.6976318359375,0.0146997015596842,0.01703306123788915,0.011721750240552675,0.05297759474307576,0.07525833277562748,6,24
446,1,3,0,1,12.518268908591995,1,0,0,0,0.0,1.0,4,21,-5.41351318359375,90.7086181640625,0.0078983055805692,0.015335401826663004,0.010530129041685377,0.05297759474307576,0.07525833277562748,6,24
448,1,2,1,1,24.69644851145399,3,0,0,0,0.0,1.0,4,21,-5.41351318359375,90.7196044921875,0.0078025245726464,0.021874843672527382,0.013733818066429064,0.05297759474307576,0.07525833277562748,8,24
453,1,1,1,0,-3.201481073562725,2,0,0,0,0.0,1.0,4,21,-5.41351318359375,90.7305908203125,0.0149851055718371,0.03604508188567005,0.018942612686161545,0.05297759474307576,0.07525833277562748,7,24
464,1,2,1,1,13.760743871548346,1,0,0,0,0.0,1.0,4,22,-5.41351318359375,90.7635498046875,0.0106416363125979,0.022126720194538065,0.017940643506606707,0.05297759474307576,0.07525833277562748,6,24
472,1,3,0,1,18.651917745516258,0,0,0,0,0.0,1.0,4,22,-5.41351318359375,90.7855224609375,0.0025202323365444,0.051901187703429684,0.03853148136048488,0.05297759474307576,0.07525833277562748,5,24
548,1,2,1,1,24.776188615931204,3,0,0,0,0.0,1.0,4,25,-5.41351318359375,90.7965087890625,0.0640961209115792,0.2247293430876871,0.18575133017148185,0.05297759474307576,0.07525833277562748,8,24
550,1,1,1,0,13.137448203992989,1,0,0,0,0.0,1.0,4,25,-5.41351318359375,90.8074951171875,0.0773296051129645,0.17830092427387045,0.11323780107673516,0.05297759474307576,0.07525833277562748,6,24
558,1,1,1,0,28.345252975071993,3,0,0,0,0.0,1.0,4,25,-5.41351318359375,90.8294677734375,0.0249798256872105,0.03392331103510273,0.021046391095934067,0.05297759474307576,0.07525833277562748,8,24
579,1,2,1,1,14.059560084163358,0,0,0,0,0.0,1.0,4,26,-5.41351318359375,90.8404541015625,0.0096343662928541,0.032027165882689515,0.023498469189493672,0.05297759474307576,0.07525833277562748,5,24
581,1,1,1,0,16.601203909829355,0,0,0,0,0.0,1.0,4,26,-5.41351318359375,90.8514404296875,0.0891386484086912,0.08563952839450002,0.04474689275706608,0.05297759474307576,0.07525833277562748,5,24
587,1,3,0,1,13.77818461582946,1,0,0,0,0.0,1.0,4,26,-5.41351318359375,90.8624267578125,0.0787140659983864,0.06238096039445324,0.037383049390520326,0.05297759474307576,0.07525833277562748,6,24
589,1,1,1,0,11.170086893455158,1,0,0,0,0.0,1.0,4,26,-5.41351318359375,90.8734130859375,0.0093036287212057,0.01569368331048885,0.011758417757389337,0.05297759474307576,0.07525833277562748,6,24
893,1,3,0,1,19.77047394943787,3,0,0,0,0.0,1.0,4,37,-5.41351318359375,90.8843994140625,0.0073803595597292,0.04979318754772447,0.03340980430775553,0.05297759474307576,0.07525833277562748,8,24
895,1,1,1,0,4.4271616738757675,2,0,0,0,0.0,1.0,4,37,-5.41351318359375,90.8953857421875,0.0098706099070967,0.014339105726633111,0.013031067749306988,0.05297759474307576,0.07525833277562748,7,24
902,1,3,0,1,7.675975021500081,1,0,0,0,0.0,1.0,4,37,-5.41351318359375,90.9173583984375,0.0380947508965134,0.028033288281308227,0.018172330088643194,0.05297759474307576,0.07525833277562748,6,24
917,1,2,1,1,13.1379564815339,1,0,0,0,0.0,1.0,4,38,-5.41351318359375,90.9393310546875,0.1043509874386532,0.14765626221398997,0.0755292264640073,0.05297759474307576,0.07525833277562748,6,24
33,1,3,0,1,13.242242892146471,1,0,0,0,0.0,1.0,1,2,-5.40802001953125,90.5877685546875,0.0009032998982759,0.02191765946506665,0.01315073009776253,0.05297759474307576,0.07525833277562748,6,24
35,1,1,1,0,17.032812278839067,3,0,0,0,0.0,1.0,1,2,-5.40802001953125,90.5987548828125,0.0124620342846438,0.02268132096345912,0.013279052129245881,0.05297759474307576,0.07525833277562748,8,24
70,1,2,1,1,17.045459263007857,0,0,0,0,0.0,1.0,1,4,-5.40802001953125,90.6427001953125,0.0313254291766857,0.05025568842807205,0.025671070382000723,0.05297759474307576,0.07525833277562748,5,24
72,1,3,0,1,26.433083266679915,3,0,0,0,0.0,1.0,1,4,-5.40802001953125,90.6536865234375,0.0735736617247824,0.10115044918805098,0.04450929653774851,0.05297759474307576,0.07525833277562748,8,24
92,1,1,1,0,27.41759356333964,3,0,0,0,0.0,1.0,1,5,-5.40802001953125,90.6646728515625,0.0334086670471249,0.08266238904970606,0.04936494732151777,0.05297759474307576,0.07525833277562748,8,24
94,1,3,0,1,20.290262278504656,4,0,0,0,0.0,1.0,1,5,-5.40802001953125,90.6756591796875,0.0759339816366685,0.0907852290815881,0.037316307845649745,0.05297759474307576,0.07525833277562748,9,24
100,1,1,1,0,10.094868088075676,1,0,0,0,0.0,1.0,1,5,-5.40802001953125,90.6866455078125,0.0344768452400494,0.04803254409879266,0.021405463424893828,0.05297759474307576,0.07525833277562748,6,24
102,1,3,0,1,8.267343974598834,1,0,0,0,0.0,1.0,1,5,-5.40802001953125,90.6976318359375,0.0188995942686765,0.030827206875006046,0.01939227741824118,0.05297759474307576,0.07525833277562748,6,24
447,1,1,1,0,13.94277417834783,1,0,0,0,0.0,1.0,4,21,-5.40802001953125,90.7086181640625,0.0028529547653869,0.01680722172314627,0.010930112727467413,0.05297759474307576,0.07525833277562748,6,24
449,1,3,0,1,16.091882430784896,0,0,0,0,0.0,1.0,4,21,-5.40802001953125,90.7196044921875,0.0002359971465186,0.0469523604868097,0.025301284077167516,0.05297759474307576,0.07525833277562748,5,24
454,1,3,0,1,8.634276447286915,1,0,0,0,0.0,1.0,4,21,-5.40802001953125,90.7305908203125,0.018841491155715,0.0395217745519148,0.020741663651986406,0.05297759474307576,0.07525833277562748,6,24
473,1,2,1,1,24.761379619926373,3,0,0,0,0.0,1.0,4,22,-5.40802001953125,90.7855224609375,0.0310672244089177,0.10631212042480088,0.08459368699103935,0.05297759474307576,0.07525833277562748,8,24
549,1,3,0,1,14.49056474957824,0,0,0,0,0.0,1.0,4,25,-5.40802001953125,90.7965087890625,0.0193213910518489,0.041367843049763785,0.024302285424255988,0.05297759474307576,0.07525833277562748,5,24
551,2,1,1,1,24.97769502928144,3,0,0,0,0.0,1.0,4,25,-5.40802001953125,90.8074951171875,0.2205765733158165,0.3259277883317679,0.1859373434413139,0.05297759474307576,0.07525833277562748,13,48
557,1,2,1,1,15.577556506644092,0,0,0,0,0.0,1.0,4,25,-5.40802001953125,90.8184814453125,0.0790359605904772,0.08358480757671778,0.0439056578871628,0.05297759474307576,0.07525833277562748,5,24
559,1,2,1,1,16.706107803250095,0,0,0,0,0.0,1.0,4,25,-5.40802001953125,90.8294677734375,0.0127643837867669,0.02091790040852308,0.015880081644863913,0.05297759474307576,0.07525833277562748,5,24
582,1,3,0,1,17.002460101600605,0,0,0,0,0.0,1.0,4,26,-5.40802001953125,90.8514404296875,0.1100937186469649,0.09030775100249551,0.0436504241083979,0.05297759474307576,0.07525833277562748,5,24
588,1,1,1,0,5.511214422507402,2,0,0,0,0.0,1.0,4,26,-5.40802001953125,90.8624267578125,0.0392264585611094,0.045331930969881855,0.03001290372124534,0.05297759474307576,0.07525833277562748,7,24
590,1,2,1,1,16.214132345485993,0,0,0,0,0.0,1.0,4,26,-5.40802001953125,90.8734130859375,0.008519356495351,0.04508508286063007,0.02515632981106332,0.05297759474307576,0.07525833277562748,5,24
894,1,1,1,0,26.679584570371,3,0,0,0,0.0,1.0,4,37,-5.40802001953125,90.8843994140625,0.0065813522867585,0.018534409333696357,0.011033805640290334,0.05297759474307576,0.07525833277562748,8,24
896,1,3,0,1,17.769475595138587,0,0,0,0,0.0,1.0,4,37,-5.40802001953125,90.8953857421875,1.3729222259441756e-05,0.016160648423672017,0.013002358957597607,0.05297759474307576,0.07525833277562748,5,24
916,1,1,1,0,4.676950391218972,2,0,0,0,0.0,1.0,4,38,-5.40802001953125,90.9283447265625,0.0341568801493187,0.05631707967900095,0.04331485114690573,0.05297759474307576,0.07525833277562748,7,24
38,1,2,1,1,18.443853009045725,0,0,0,0,0.0,1.0,1,3,-5.40252685546875,90.5877685546875,0.0016988155268486,0.016717577454280434,0.011145051139081734,0.05297759474307576,0.07525833277562748,5,24
44,1,2,1,1,20.145781608060624,3,0,0,0,0.0,1.0,1,3,-5.40252685546875,90.6097412109375,0.0254457346714852,0.06607694752481957,0.03907539629151614,0.05297759474307576,0.07525833277562748,8,24
103,1,1,1,0,23.756889967151544,3,0,0,0,0.0,1.0,1,6,-5.40252685546875,90.6207275390625,0.011307898425588,0.04058054440244904,0.023249742307096644,0.05297759474307576,0.07525833277562748,8,24
105,1,3,0,1,29.43178803724542,3,0,0,0,0.0,1.0,1,6,-5.40252685546875,90.6317138671875,0.0243690266638168,0.05808667366798855,0.02946046295206009,0.05297759474307576,0.07525833277562748,8,24
111,1,3,0,1,18.435621913693513,0,0,0,0,0.0,1.0,1,6,-5.40252685546875,90.6427001953125,0.0332647701029937,0.047262865899062596,0.02135025262467284,0.05297759474307576,0.07525833277562748,5,24
113,1,2,1,1,22.14733984186143,3,0,0,0,0.0,1.0,1,6,-5.40252685546875,90.6536865234375,0.0378224671608451,0.07610082969920044,0.03564299240305576,0.05297759474307576,0.07525833277562748,8,24
135,1,3,0,1,34.40757527788561,3,0,0,0,0.0,1.0,1,7,-5.40252685546875,90.6646728515625,0.0322491055490283,0.09700466772333684,0.044983570873352766,0.05297759474307576,0.07525833277562748,8,24
137,1,2,1,1,16.251660157519197,0,0,0,0,0.0,1.0,1,7,-5.40252685546875,90.6756591796875,0.1207021894972487,0.21514960703105365,0.07008339542606871,0.05297759474307576,0.07525833277562748,5,24
143,1,2,1,1,11.206771339854832,1,0,0,0,0.0,1.0,1,7,-5.40252685546875,90.6866455078125,0.0165892729686371,0.048561839539581354,0.02636940667340326,0.05297759474307576,0.07525833277562748,6,24
474,1,3,0,1,25.380536345865316,3,0,0,0,0.0,1.0,4,23,-5.40252685546875,90.7086181640625,0.0214943644598039,0.06372197268358258,0.032033603344325076,0.05297759474307576,0.07525833277562748,8,24
476,1,2,1,1,17.032812278839067,0,0,0,0,0.0,1.0,4,23,-5.40252685546875,90.7196044921875,0.0066036734175364,0.015738067474745158,0.010172893080314707,0.05297759474307576,0.07525833277562748,5,24
482,1,2,1,1,5.627777006393272,2,0,0,0,0.0,1.0,4,23,-5.40252685546875,90.7305908203125,0.0387115053942447,0.03490791677797573,0.020565282028709747,0.05297759474307576,0.07525833277562748,7,24
507,1,3,0,1,22.43773777114245,3,0,0,0,0.0,1.0,4,24,-5.40252685546875,90.7855224609375,0.0121045914886123,0.06952176946307387,0.04885360788383422,0.05297759474307576,0.07525833277562748,8,24
593,1,2,1,1,13.61876381434296,1,0,0,0,0.0,1.0,4,27,-5.40252685546875,90.8074951171875,0.0767498221116265,0.09387276339123253,0.04612012140873017,0.05297759474307576,0.07525833277562748,6,24
598,1,1,1,0,18.008568596453056,0,0,0,0,0.0,1.0,4,27,-5.40252685546875,90.8294677734375,0.0373980628791777,0.0850580797168594,0.04475570271325967,0.05297759474307576,0.07525833277562748,5,24
620,3,2,1,1,20.468298448497407,3,0,0,0,0.0,1.0,4,28,-5.40252685546875,90.8404541015625,0.0350334476829627,0.03323902381305756,0.018748030721798883,0.05297759474307576,0.07525833277562748,18,72
622,1,1,1,0,19.55263542853234,3,0,0,0,0.0,1.0,4,28,-5.40252685546875,90.8514404296875,0.0606419448409315,0.043673876399359615,0.024117821463148188,0.05297759474307576,0.07525833277562748,8,24
